"fns_1","fns_2","fns_3","fns_4","fns_5","variable","replicate"
-47.9002392906363,-44.7266884467085,-44.2096186013915,-42.7965048446005,-42.0031704894148,"posterior",1
0.0888035770392374,0.121760596736193,0.155351916452179,0.171733797084342,0.231315003570251,"TTBirthRate.1",1
0.0117938622409774,0.0369498130509225,0.0950566401670457,0.107136030203902,0.224639758866176,"TTBirthRate.2",1
0.00249535483594413,0.00611948817348449,0.0105244507042014,0.0132370953050126,0.025715081867136,"TTSamplingRate",1
0.0117159113257384,0.0298147491639415,0.0520228451727964,0.0599895363024046,0.103567159287438,"TTNuProb",1
0,1,10,10,36,"HistorySizes",1
0.0117849470228878,0.0302659347909436,0.0534121717432678,0.0618445492176022,0.109223123607714,"ApproxOmegaRate",1
0.643498172189511,0.996669454423097,1.40675162348417,1.58694375106671,2.40758835238269,"R0.1",1
0.140406578348558,0.307843260598614,0.836591076186862,0.946898466753705,1.99121018719347,"R0.2",1
-141.823086280158,-138.802075539811,-138.424272209386,-137.050817968648,-136.357647720916,"posterior",2
0.157946201387782,0.177746100041435,0.189248580788942,0.198309712828717,0.215265896838578,"TTBirthRate.1",2
0.050705621942571,0.0786727182916417,0.0942020435853575,0.108345690325213,0.134405883105982,"TTBirthRate.2",2
0.00614845217729628,0.00794152297664516,0.00979333385112808,0.010836212735324,0.0146876992308693,"TTSamplingRate",2
0.0369348142382898,0.0459003742413501,0.052758068786407,0.0576582359417291,0.072870050580373,"TTNuProb",2
53,86,110,126,170,"HistorySizes",2
0.0376297379284003,0.0469785405373382,0.0541874822442081,0.0593698153524328,0.0756254663597735,"ApproxOmegaRate",2
1.33016175426175,1.61622784311051,1.72214151997773,1.88978074583376,2.10693128720595,"R0.1",2
0.509065661651427,0.751980659149515,0.84983691623117,0.992603592235971,1.24343511416023,"R0.2",2
-127.386867037813,-124.06906245421,-123.718852120936,-122.397583746799,-121.711435790251,"posterior",3
0.139280749268064,0.164670037347511,0.175884091094052,0.188326291943344,0.210666535048998,"TTBirthRate.1",3
0.0529097099272942,0.0809513801093328,0.10138620746936,0.115345688770199,0.152099711061949,"TTBirthRate.2",3
0.0028884939321197,0.00526909778176484,0.0068997808008125,0.00811912666153506,0.0117863503060121,"TTSamplingRate",3
0.0208360222666162,0.028235609209996,0.0354704608628475,0.0396319016508713,0.0549442621866607,"TTNuProb",3
55,89,127,144,224,"HistorySizes",3
0.0210553774230253,0.028639942319562,0.0361108959231294,0.0404331224163933,0.056496336961973,"ApproxOmegaRate",3
1.34999527169565,1.76204056882457,1.96790016027383,2.21890867041602,2.66938401895315,"R0.1",3
0.61298202850999,1.00145534457171,1.13713269431914,1.32881039111425,1.63146026762493,"R0.2",3
-125.000262655603,-121.942223363411,-121.575199659503,-120.124903095885,-119.49498059568,"posterior",4
0.174745207301839,0.18582226858847,0.193834164600947,0.1989233129037,0.213770376605472,"TTBirthRate.1",4
0.0625766604936326,0.079871351691172,0.0897002874684728,0.0977893056845259,0.118249429631098,"TTBirthRate.2",4
0.00904047187118945,0.0112435597710851,0.0126833939387518,0.0137675495224868,0.0164049835124618,"TTSamplingRate",4
0.0422833778421647,0.0484767660205484,0.0525813497481905,0.0556340766197745,0.0636018709939338,"TTNuProb",4
155,205,231,256,316,"HistorySizes",4
0.0431966275032789,0.0496809519625313,0.0540010744391213,0.0572259325786334,0.0656909031683273,"ApproxOmegaRate",4
1.45545176368046,1.651807221668,1.72046124633741,1.82802148339983,1.97757937764155,"R0.1",4
0.601525200850006,0.729097676256691,0.79582520147728,0.873931748793547,1.04365778309451,"R0.2",4
-11.756626467463,-8.85555234132279,-8.36591084725553,-7.16698072939554,-6.32141922327144,"posterior",5
0.180738643176366,0.198782799484959,0.208609465095968,0.217698068446061,0.234613459976822,"TTBirthRate.1",5
