"fns_1","fns_2","fns_3","fns_4","fns_5","variable","replicate"
1.32827216223704,1.63490876275598,1.88983408571864,2.04062457987353,2.59479876863309,"R0.1",14
0.654326916782419,0.992297174536853,1.15991108283316,1.33418876264829,1.67587787339379,"R0.2",14
-103.61522729674,-100.536707422647,-99.9496933687521,-98.6480351081096,-97.8453388169612,"posterior",15
0.156987809091755,0.176612277648261,0.191042222630868,0.200320065308153,0.227747610171502,"TTBirthRate.1",15
0.0448771350951989,0.0778846798418581,0.0964594788762102,0.114803539802908,0.147976526707364,"TTBirthRate.2",15
0.00368734891863827,0.00584135423114883,0.00773491662529305,0.00878419850772522,0.01308031496216,"TTSamplingRate",15
0.0296886846235692,0.0448610475641787,0.0525782277620099,0.0604488969934871,0.0767005638193859,"TTOmegaRate",15
39,62,91,101,166,"HistorySizes",15
1.29412812423296,1.55050381771842,1.80018629795253,1.90624449491855,2.37438035106869,"R0.1",15
0.46310037969028,0.747174330390611,0.9040628685067,1.0472482341046,1.34430583457933,"R0.2",15
-72.1503956125873,-69.0647085762851,-68.5285504740109,-67.1936640104936,-66.3458375172236,"posterior",16
0.108370304216162,0.156981369681366,0.175515002220714,0.207090518612978,0.25182899196509,"TTBirthRate.1",16
0.025165286145754,0.0695236579671533,0.115093400578093,0.14012125758521,0.239182572495031,"TTBirthRate.2",16
0.00434410782987198,0.00848906698729689,0.0128974874282475,0.015628161117811,0.0272024323769696,"TTSamplingRate",16
0.0328795162595308,0.0508633160190076,0.0751546071783829,0.0849732805270926,0.135191333370007,"TTOmegaRate",16
0,3,10,11,27,"HistorySizes",16
0.732701268047473,1.05069926518471,1.29439073341556,1.48409148131496,2.04692209514712,"R0.1",16
0.251859592719398,0.563388498236177,0.84649699074301,1.05181103246125,1.64800864777067,"R0.2",16
-77.8234107059016,-74.5215543024498,-74.2016275071029,-72.7684648371577,-72.1776520621473,"posterior",17
0.143236626266966,0.183284798854721,0.208795784838757,0.227889373593942,0.279210314893732,"TTBirthRate.1",17
0.0134164124555067,0.0573443847917451,0.0864077989604032,0.107546799007993,0.155120204385041,"TTBirthRate.2",17
0.0027485076589097,0.00454441276620066,0.00813637307087541,0.00890527081754087,0.0168425382121271,"TTSamplingRate",17
0.020010599760048,0.0338731781545203,0.0438986486488867,0.0516693401992214,0.07721153916115,"TTOmegaRate",17
10,19,40,43,89,"HistorySizes",17
1.05396324664525,1.6429354022384,2.12871743409551,2.35110422406149,3.13225100835346,"R0.1",17
0.190238670864705,0.56804612621794,0.861273029107071,1.02738776578284,1.49619947772145,"R0.2",17
-59.0752125707842,-55.4376573631892,-54.9096102539569,-53.199131845994,-52.5351619212171,"posterior",18
0.0674814933924006,0.10167190109624,0.130263213934802,0.142883953964869,0.19215511865111,"TTBirthRate.1",18
0.00521760793098316,0.0298928210308854,0.0741018349632252,0.0883138793471002,0.1935256698541,"TTBirthRate.2",18
0.00593121164876098,0.0113457958276575,0.0213484069182437,0.023594116815055,0.0455454479281736,"TTSamplingRate",18
0.0211410670175957,0.0379766645151657,0.0551350238669023,0.0620665761331625,0.0982707128133445,"TTOmegaRate",18
0,0,2,2,10,"HistorySizes",18
0.528790092074929,0.805777587287391,1.04189031281755,1.17888897319465,1.73787344217123,"R0.1",18
0.0646456446461719,0.166449248471968,0.580002708249331,0.641377065906623,1.65691719900035,"R0.2",18
